uid,namedLocation,domainID,siteID,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,startCollectDate,endCollectDate,testedDate,testingVialID,deprecatedVialID,dnaSampleID,dnaSampleCode,sampleCondition,testProtocolVersion,testMethod,testResult,testPathogenName,taxonID,testNumber,finalResult,batchID,cqValue,locus,percentIdentity,sequenceDatabase,sequenceDatabaseID,extractDepleted,remarks,testedBy,laboratoryName,publicationDate,release
f713e9c2-f58f-455a-85a2-fbc16dc52470,HARV,D01,HARV,NA,42.53691,-72.17265,WGS84,NA,348.1,NA,2019-05-29T20:49:00Z,2019-05-30T22:37:00Z,2020-09-28T16:00:00Z,HARV.2019.21.AEDPUN.F.T.03,NA,HARV.2019.21.AEDPUN.F.T.03.DNA,QM00000002759,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Alphavirus sp.,ALPHV,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T170433Z,RELEASE-2024
82648906-09c2-47ca-9d6f-8309be137297,HARV,D01,HARV,NA,42.53691,-72.17265,WGS84,NA,348.1,NA,2019-05-29T20:49:00Z,2019-05-30T22:37:00Z,2020-09-28T16:00:00Z,HARV.2019.21.AEDPUN.F.T.03,NA,HARV.2019.21.AEDPUN.F.T.03.DNA,QM00000002759,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Flavivirus sp.,FLAV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T170433Z,RELEASE-2024
6e63fd35-ef60-46e1-9c18-bae555574f4c,HARV,D01,HARV,NA,42.53691,-72.17265,WGS84,NA,348.1,NA,2019-05-29T20:49:00Z,2019-05-30T22:37:00Z,2020-09-28T16:00:00Z,HARV.2019.21.AEDPUN.F.T.07,NA,HARV.2019.21.AEDPUN.F.T.07.DNA,QM00000002763,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Orthobunyavirus sp.,BUNV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T170433Z,RELEASE-2024
c0023835-9814-45bd-ab7b-75bd63a2a5cd,HARV,D01,HARV,NA,42.53691,-72.17265,WGS84,NA,348.1,NA,2019-05-29T20:49:00Z,2019-05-30T22:37:00Z,2020-09-28T16:00:00Z,HARV.2019.21.AEDPUN.F.T.04,NA,HARV.2019.21.AEDPUN.F.T.04.DNA,QM00000002760,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Alphavirus sp.,ALPHV,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T170433Z,RELEASE-2024
4f3f86f2-de28-4676-89e8-fe30a9e88841,HARV,D01,HARV,NA,42.53691,-72.17265,WGS84,NA,348.1,NA,2019-05-29T20:49:00Z,2019-05-30T22:37:00Z,2020-09-28T16:00:00Z,HARV.2019.21.AEDPUN.F.T.02,NA,HARV.2019.21.AEDPUN.F.T.02.DNA,QM00000002758,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Orthobunyavirus sp.,BUNV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T170433Z,RELEASE-2024
f4201444-71ff-4163-a7c6-8fb48dbe9fc0,HARV,D01,HARV,NA,42.53691,-72.17265,WGS84,NA,348.1,NA,2019-05-29T20:49:00Z,2019-05-30T22:37:00Z,2020-09-28T16:00:00Z,HARV.2019.21.AEDPUN.F.T.01,NA,HARV.2019.21.AEDPUN.F.T.01.DNA,QM00000002757,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Alphavirus sp.,ALPHV,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T170433Z,RELEASE-2024
400d7279-490d-423d-9d11-816d1a3f8a6c,HARV,D01,HARV,NA,42.53691,-72.17265,WGS84,NA,348.1,NA,2019-05-29T20:49:00Z,2019-05-30T22:37:00Z,2020-09-28T16:00:00Z,HARV.2019.21.AEDPUN.F.T.05,NA,HARV.2019.21.AEDPUN.F.T.05.DNA,QM00000002761,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Orthobunyavirus sp.,BUNV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T170433Z,RELEASE-2024
307cc04b-e216-4347-9d80-3efa433e9317,HARV,D01,HARV,NA,42.53691,-72.17265,WGS84,NA,348.1,NA,2019-05-29T20:49:00Z,2019-05-30T22:37:00Z,2020-09-28T16:00:00Z,HARV.2019.21.AEDPUN.F.T.06,NA,HARV.2019.21.AEDPUN.F.T.06.DNA,QM00000002762,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Orthobunyavirus sp.,BUNV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T170433Z,RELEASE-2024
3f3cbe3b-99ad-490c-af9c-03f055d8bee4,HARV,D01,HARV,NA,42.53691,-72.17265,WGS84,NA,348.1,NA,2019-05-29T20:49:00Z,2019-05-30T22:37:00Z,2020-09-28T16:00:00Z,HARV.2019.21.AEDPUN.F.T.08,NA,HARV.2019.21.AEDPUN.F.T.08.DNA,QM00000002764,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Alphavirus sp.,ALPHV,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T170433Z,RELEASE-2024
234bddf0-ca11-4eac-bf8d-b6233ec33cbb,HARV,D01,HARV,NA,42.53691,-72.17265,WGS84,NA,348.1,NA,2019-05-29T20:49:00Z,2019-05-30T22:37:00Z,2020-09-28T16:00:00Z,HARV.2019.21.AEDPUN.F.T.06,NA,HARV.2019.21.AEDPUN.F.T.06.DNA,QM00000002762,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Alphavirus sp.,ALPHV,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T170433Z,RELEASE-2024
9982e7b3-d5b3-43ca-9616-419bb05f539b,HARV,D01,HARV,NA,42.53691,-72.17265,WGS84,NA,348.1,NA,2019-05-29T20:49:00Z,2019-05-30T22:37:00Z,2020-09-28T16:00:00Z,HARV.2019.21.AEDPUN.F.T.04,NA,HARV.2019.21.AEDPUN.F.T.04.DNA,QM00000002760,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Flavivirus sp.,FLAV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T170433Z,RELEASE-2024
94a2d129-57cc-45cb-9c1b-83cd59507217,HARV,D01,HARV,NA,42.53691,-72.17265,WGS84,NA,348.1,NA,2019-05-29T20:49:00Z,2019-05-30T22:37:00Z,2020-09-28T16:00:00Z,HARV.2019.21.AEDPUN.F.T.09,NA,HARV.2019.21.AEDPUN.F.T.09.DNA,QM00000002765,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Alphavirus sp.,ALPHV,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T170433Z,RELEASE-2024
6bdeb384-87e3-4214-9e5d-ca4a26c459fb,HARV,D01,HARV,NA,42.53691,-72.17265,WGS84,NA,348.1,NA,2019-05-29T20:49:00Z,2019-05-30T22:37:00Z,2020-09-28T16:00:00Z,HARV.2019.21.AEDPUN.F.T.03,NA,HARV.2019.21.AEDPUN.F.T.03.DNA,QM00000002759,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Orthobunyavirus sp.,BUNV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T170433Z,RELEASE-2024
c9680437-06cb-45a1-b48d-40452b676572,HARV,D01,HARV,NA,42.53691,-72.17265,WGS84,NA,348.1,NA,2019-05-29T20:49:00Z,2019-05-30T22:37:00Z,2020-09-28T16:00:00Z,HARV.2019.21.AEDPUN.F.T.05,NA,HARV.2019.21.AEDPUN.F.T.05.DNA,QM00000002761,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Flavivirus sp.,FLAV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T170433Z,RELEASE-2024
81894881-940d-403a-8673-879334bc5541,HARV,D01,HARV,NA,42.53691,-72.17265,WGS84,NA,348.1,NA,2019-05-29T20:49:00Z,2019-05-30T22:37:00Z,2020-09-28T16:00:00Z,HARV.2019.21.AEDPUN.F.T.06,NA,HARV.2019.21.AEDPUN.F.T.06.DNA,QM00000002762,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Flavivirus sp.,FLAV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T170433Z,RELEASE-2024
c94cce8a-5993-4dcb-876f-ae67866b092a,HARV,D01,HARV,NA,42.53691,-72.17265,WGS84,NA,348.1,NA,2019-05-29T20:49:00Z,2019-05-30T22:37:00Z,2020-09-28T16:00:00Z,HARV.2019.21.AEDPUN.F.T.07,NA,HARV.2019.21.AEDPUN.F.T.07.DNA,QM00000002763,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Alphavirus sp.,ALPHV,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T170433Z,RELEASE-2024
c40009c4-295f-49a7-8f27-00528b50eb09,HARV,D01,HARV,NA,42.53691,-72.17265,WGS84,NA,348.1,NA,2019-05-29T20:49:00Z,2019-05-30T22:37:00Z,2020-09-28T16:00:00Z,HARV.2019.21.AEDPUN.F.T.02,NA,HARV.2019.21.AEDPUN.F.T.02.DNA,QM00000002758,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Flavivirus sp.,FLAV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T170433Z,RELEASE-2024
209ab9e2-05c8-482e-b0fd-ce5cb9d0f038,HARV,D01,HARV,NA,42.53691,-72.17265,WGS84,NA,348.1,NA,2019-05-29T20:49:00Z,2019-05-30T22:37:00Z,2020-09-28T16:00:00Z,HARV.2019.21.AEDPUN.F.T.01,NA,HARV.2019.21.AEDPUN.F.T.01.DNA,QM00000002757,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Flavivirus sp.,FLAV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T170433Z,RELEASE-2024
0efb266d-a0c7-47fe-8174-e5fde866aaf5,HARV,D01,HARV,NA,42.53691,-72.17265,WGS84,NA,348.1,NA,2019-05-29T20:49:00Z,2019-05-30T22:37:00Z,2020-09-28T16:00:00Z,HARV.2019.21.AEDPUN.F.T.08,NA,HARV.2019.21.AEDPUN.F.T.08.DNA,QM00000002764,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Flavivirus sp.,FLAV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T170433Z,RELEASE-2024
a47a2a64-d19d-47d0-ac0c-6e14f16a2fa0,HARV,D01,HARV,NA,42.53691,-72.17265,WGS84,NA,348.1,NA,2019-05-29T20:49:00Z,2019-05-30T22:37:00Z,2020-09-28T16:00:00Z,HARV.2019.21.AEDCAN3.F.T.01,NA,HARV.2019.21.AEDCAN3.F.T.01.DNA,QM00000002756,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Orthobunyavirus sp.,BUNV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T170433Z,RELEASE-2024
4a190649-5731-461e-940e-461c56e51805,HARV,D01,HARV,NA,42.53691,-72.17265,WGS84,NA,348.1,NA,2019-06-11T20:26:00Z,2019-06-12T22:31:00Z,2020-09-28T16:00:00Z,HARV.2019.23.AEDPUN.F.T.07,NA,HARV.2019.23.AEDPUN.F.T.07.DNA,QM00000002783,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Orthobunyavirus sp.,BUNV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T190432Z,RELEASE-2024
3db806f7-c411-414f-a39a-31682da35fdf,HARV,D01,HARV,NA,42.53691,-72.17265,WGS84,NA,348.1,NA,2019-06-11T20:26:00Z,2019-06-12T22:31:00Z,2020-09-28T16:00:00Z,HARV.2019.23.AEDPUN.F.T.11,NA,HARV.2019.23.AEDPUN.F.T.11.DNA,QM00000002787,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Alphavirus sp.,ALPHV,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T190432Z,RELEASE-2024
9d08ae14-181a-48f3-a787-65984031b5de,HARV,D01,HARV,NA,42.53691,-72.17265,WGS84,NA,348.1,NA,2019-06-11T20:26:00Z,2019-06-12T22:31:00Z,2020-09-28T16:00:00Z,HARV.2019.23.AEDPUN.F.T.09,NA,HARV.2019.23.AEDPUN.F.T.09.DNA,QM00000002785,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Alphavirus sp.,ALPHV,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T190432Z,RELEASE-2024
d3418f17-db61-46dc-bc0d-213abc01b396,HARV,D01,HARV,NA,42.53691,-72.17265,WGS84,NA,348.1,NA,2019-06-11T20:26:00Z,2019-06-12T22:31:00Z,2020-09-28T16:00:00Z,HARV.2019.23.AEDCAN3.F.T.06,NA,HARV.2019.23.AEDCAN3.F.T.06.DNA,QM00000002771,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Orthobunyavirus sp.,BUNV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T190432Z,RELEASE-2024
45a3deb2-b249-4bcc-99ef-9062b0cc1526,HARV,D01,HARV,NA,42.53691,-72.17265,WGS84,NA,348.1,NA,2019-06-11T20:26:00Z,2019-06-12T22:31:00Z,2020-09-28T16:00:00Z,HARV.2019.23.AEDEXC.F.T.01,NA,HARV.2019.23.AEDEXC.F.T.01.DNA,QM00000002774,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Flavivirus sp.,FLAV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T190432Z,RELEASE-2024
9c123c56-2b6b-4a7e-b97c-2ff5e521b84b,HARV,D01,HARV,NA,42.53691,-72.17265,WGS84,NA,348.1,NA,2019-06-11T20:26:00Z,2019-06-12T22:31:00Z,2020-09-28T16:00:00Z,HARV.2019.23.AEDPUN.F.T.03,NA,HARV.2019.23.AEDPUN.F.T.03.DNA,QM00000002779,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Orthobunyavirus sp.,BUNV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T190432Z,RELEASE-2024
b6a01bc9-32e7-4522-8e9a-82e860b72cb1,HARV,D01,HARV,NA,42.53691,-72.17265,WGS84,NA,348.1,NA,2019-06-11T20:26:00Z,2019-06-12T22:31:00Z,2020-09-28T16:00:00Z,HARV.2019.23.AEDPUN.F.T.01,NA,HARV.2019.23.AEDPUN.F.T.01.DNA,QM00000002777,No known compromise,"genus-level virus screen of all samples, secondary pathogen-specific screen of positive samples; LMZ_Pathogen_testing_SOP_2018-07-12.pdf",PCR,Negative,Flavivirus sp.,FLAV1,1,Y,NEON_20200508,NA,NA,NA,NA,NA,N,NA,e5F0iKZ1YhA06ayX5FP6bQ==,University of Massachusetts Laboratory of Medical Zoology,20231227T190432Z,RELEASE-2024
