siteID,testResult,testPathogenName,taxonID,testResult_mos,collectDate
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-12T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-12T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-12T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-12T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-12T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-12T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-12T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-12T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-12T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-12T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-12T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-12T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-12T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-12T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-12T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-12T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-12T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-12T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-12T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-12T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-12T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-12T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-12T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-12T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-12T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-12T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-12T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-12T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-12T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-12T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-12T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-12T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-12T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-12T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-12T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-12T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-12T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-12T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-12T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-12T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-12T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-12T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-12T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-12T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-12T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-12T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-12T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-12T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-12T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-12T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-12T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-12T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-12T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-12T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-12T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-12T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-12T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-12T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-12T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-12T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-12T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-12T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-12T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-12T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-12T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-12T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-12T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-26T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-26T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-26T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-26T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-26T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-26T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-26T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-26T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-26T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-26T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-26T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-26T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-26T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-26T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-26T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-26T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-26T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-26T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-26T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-26T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-26T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-26T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-26T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-26T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-26T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-26T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-26T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-26T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-26T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-26T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-06-26T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-06-26T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-06-26T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-07-10T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-07-10T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-07-10T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-07-10T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-07-10T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-07-10T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-07-10T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-07-10T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-07-10T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-07-10T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-07-10T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-07-10T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-07-10T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-07-10T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-07-10T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-07-10T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-07-10T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-07-10T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-07-10T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-07-10T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-07-10T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-07-10T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-07-10T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-07-10T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-07-10T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-07-10T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-07-10T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-07-24T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-07-24T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-07-24T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-07-24T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-07-24T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-07-24T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-07-24T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-07-24T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-07-24T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-07-24T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-07-24T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-07-24T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-07-24T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-07-24T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-07-24T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-07-24T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-07-24T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-07-24T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-07-24T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-07-24T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-07-24T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-07-24T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-07-24T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-07-24T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-08-07T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-08-07T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-08-07T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-08-07T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-08-07T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-08-07T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-08-07T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-08-07T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-08-07T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-08-07T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-08-07T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-08-07T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-08-07T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-08-07T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-08-07T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-08-21T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-08-21T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-08-21T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-08-21T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-08-21T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-08-21T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-08-21T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-08-21T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-08-21T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-08-21T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-08-21T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-08-21T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-08-21T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-08-21T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-08-21T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-09-04T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-09-04T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-09-04T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2019-09-18T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2019-09-18T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2019-09-18T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-06-02T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-06-02T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-06-02T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-06-16T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-06-16T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-06-16T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-06-16T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-06-16T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-06-16T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-06-16T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-06-16T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-06-16T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-06-16T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-06-16T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-06-16T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-06-16T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-06-16T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-06-16T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-06-16T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-06-16T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-06-16T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-06-16T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-06-16T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-06-16T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-06-30T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-06-30T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-06-30T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-06-30T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-06-30T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-06-30T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-06-30T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-06-30T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-06-30T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-07-14T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-07-14T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-07-14T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-07-14T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-07-14T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-07-14T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-07-14T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-07-14T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-07-14T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-07-28T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-07-28T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-07-28T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-07-28T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-07-28T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-07-28T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-07-28T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-07-28T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-07-28T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-07-28T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-07-28T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-07-28T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-07-28T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-07-28T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-07-28T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-08-11T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-08-11T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-08-11T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-08-11T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-08-11T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-08-11T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-08-11T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-08-11T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-08-11T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-08-11T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-08-11T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-08-11T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-08-11T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-08-11T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-08-11T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-08-11T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-08-11T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-08-11T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-08-11T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-08-11T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-08-11T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-08-11T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-08-11T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-08-11T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-08-11T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-08-11T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-08-11T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-08-11T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-08-11T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-08-11T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-08-11T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-08-11T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-08-11T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-08-11T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-08-11T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-08-11T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-08-11T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-08-11T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-08-11T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-08-25T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-08-25T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-08-25T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-08-25T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-08-25T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-08-25T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-08-25T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-08-25T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-08-25T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-08-25T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-08-25T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-08-25T00:00:00Z
HARV,Negative,Orthobunyavirus sp.,BUNV1,0,2021-08-25T00:00:00Z
HARV,Negative,Alphavirus sp.,ALPHV,0,2021-08-25T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-08-25T00:00:00Z
HARV,Negative,Flavivirus sp.,FLAV1,0,2021-08-25T00:00:00Z
